conversation_id_str,created_at,favorite_count,full_text,id_str,image_url,in_reply_to_screen_name,lang,location,quote_count,reply_count,retweet_count,tweet_url,user_id_str,username;;;;
1963970910593200601,Sat Sep 06 13:05:50 +0000 2025,0,@echantukubakso @HeinzHanz169027 @chocochipsfloat @txtdrimedia guru/nakes udah ada anggarannya masing2 harusnya MBG yg dialihkan kesitu lebih efektif,1964314097379352906,,echantukubakso,in,,0,1,0,https://x.com/undefined/status/1964314097379352906,1646782553502695424,;;;;
1964299751165481084,Sat Sep 06 13:03:49 +0000 2025,9,@txtdrimedia Bukan kita ga mendukung MBG nya @prabowo do you understand mubazir? Mau jd sodaranya setan kah? https://t.co/SRiQMX4gXf,1964313587347767479,https://pbs.twimg.com/media/G0KkzBZXoAAbnEi.jpg,txtdrimedia,in,,0,0,1,https://x.com/undefined/status/1964313587347767479,187182071,;;;;
1964312253089403307,Sat Sep 06 12:58:30 +0000 2025,0,ngomongke mbg ng mgl smp sma negri hurung do intuk tp bangunan mbg wes okeh tenan. pusat ng ngarep akmil cabange ono ng karet-cwg ganten ngisor naspad eloksayo potrobangsan sblh GO gon tikungan menowo. ancok mung jarak 5 km wes ono 5 mbg. mboh meh go opo,1964312253089403307,,,in,,0,0,0,https://x.com/undefined/status/1964312253089403307,442835241,;;;;
1963128466389491943,Sat Sep 06 12:57:55 +0000 2025,0,@proletariat_101 @Starryglowup @BigAlphaID Oh mbg itu bukan untuk anak sekolah aja ya??? Ibu menyusui juga dapat??? Wah besar kali proyek ini harus dibenahi sistem produksi dan distribusinya tuh biar bermanfaat...,1964312102509957216,,proletariat_101,in,,0,0,0,https://x.com/undefined/status/1964312102509957216,102869354,;;;;
1964311809017688203,Sat Sep 06 12:56:45 +0000 2025,0,coba para jajaran mendiksasmen dikon mangan mbg minimal seminggu sek,1964311809017688203,,,in,,0,0,0,https://x.com/undefined/status/1964311809017688203,1840798823209451520,;;;;
1961579628297867627,Sat Sep 06 12:55:43 +0000 2025,0,@__ramarivaldy @jonsnow_wi5 @dyucati @txtdrimedia salahnya ya lu semua milih paslon bermasalah visi misi dia dari emang naikin gaji pejabat mbg yang berpotensi jadi ladang korupsi liat ga sekarang hasil pemerintahan paslon pilihan lu seenggaknya ngerasa salah milih mereka bego,1964311549251903490,,__ramarivaldy,in,,0,0,0,https://x.com/undefined/status/1964311549251903490,1635554616036462594,;;;;
1964311510815051919,Sat Sep 06 12:55:33 +0000 2025,0,Apa njir aye kena aslam gegara makan sambel tempe korek mbg ,1964311510815051919,,,in,,0,0,0,https://x.com/undefined/status/1964311510815051919,1256305220671307776,;;;;
1964226201209442399,Sat Sep 06 12:55:11 +0000 2025,4,@DokterTifa @prabowo MBG adalah satu2nya janji kampanye dr slh 1 calon presiden yang ketika diwujudkan malah lebih membawa mudharat drpd manfaat buat para pihak2 pemilihnya maupun buat yg tidak memilihnya ketika pemilu,1964311415935947183,,DokterTifa,in,,0,0,1,https://x.com/undefined/status/1964311415935947183,1218819923805229056,;;;;
1963501520655188386,Sat Sep 06 12:54:19 +0000 2025,0,@JEGEROFC Jadi MBG,1964311199736123589,,JEGEROFC,in,,1,0,0,https://x.com/undefined/status/1964311199736123589,724151440998948864,;;;;
1964311055515209778,Sat Sep 06 12:53:45 +0000 2025,0,gak pernah sehari pun terlewat keluhan dari sepupu kecil gue (berdua kelas 1 &amp; 4 SD) soal MBG. harusnya gak usah ada sih sorry to say,1964311055515209778,,,in,,0,0,0,https://x.com/undefined/status/1964311055515209778,1815317432946614272,;;;
1964310651268190680,Sat Sep 06 12:52:09 +0000 2025,0,ANTARA - ANTARA - Pemkab Bantul evaluasi agar temuan ulat pada menu MBG tidak terulang https://t.co/K0gjgMWbkz https://t.co/rD0SwDVzTe,1964310651268190680,https://pbs.twimg.com/media/G0KiH78bUAM6RFZ.jpg,,in,,0,0,0,https://x.com/undefined/status/1964310651268190680,18071520,;;;;
1964116336566816843,Sat Sep 06 12:49:47 +0000 2025,0,@ARSIPAJA Prabs be like : program mbg sukses besar hanya kurang dari 1% siswa yg keracunan ️,1964310058915041719,,ARSIPAJA,in,,0,0,0,https://x.com/undefined/status/1964310058915041719,1385186573562486786,;;;;
1964308723200839801,Sat Sep 06 12:44:29 +0000 2025,0,Melihat bagaimana MBG di lapangan setuju banget kalo dialihkan ke ini. Untuk anggaran 2026 masih nyisa 50T-an.,1964308723200839801,,,in,,0,0,0,https://x.com/undefined/status/1964308723200839801,320824620,;;;;
1964308690002915372,Sat Sep 06 12:44:21 +0000 2025,4,MBG: Meronda Bareng Gibran.,1964308690002915372,,,in,,0,1,6,https://x.com/undefined/status/1964308690002915372,297832764,;;;;
